pmid
26798341
26779510
26761894
26726312
26664894
26649075
26591556
26566525
26561701
26555472
26554382
26543642
26543357
26540210
26536476
26535185
26517556
26495026
26490535
26453247
26424461
26400665
26400120
26398887
26398373
26349510
26340330
26334914
26330989
26300237
26294049
26293511
26266945
26257958
26247090
26247088
26171326
26171246
26156922
26139916
26131217
26121249
26107367
26083546
26076562
26073398
26046657
26042049
26036130
26021459
26004886
25993767
25985605
25965722
25946582
25933969
25933163
25911080
25911079
25911078
25911077
25911072
25905182
25905173
25904961
25889426
25888764
25883426
25881614
25879228
25878993
25874645
25865966
25864741
25861469
25856746
25855981
25855835
25846658
25842792
25842685
25837212
25833773
25833772
25825037
25820046
25816728
25807799
25802481
25802224
25793643
25791863
25784935
25784512
25771732
25770761
25768710
25765827
25763201
25757855
25752494
25752015
25747324
25742736
25743173
25739031
25737291
25734961
25733626
25733327
25722430
25721702
25720761
25714579
25714444
25709798
25708866
25702618
25694068
25693362
25692840
25689751
25687270
25683704
25682035
25680504
25679794
25679089
25670367
25670366
25670361
25662924
25660333
25660177
25653417
25652089
25651717
25637346
25637322
25637042
25620384
25617537
25609666
25606700
25600226
25600039
25598538
25593281
25592451
25586752
25585031
25585028
25584098
25583048
25580750
25579834
25577723
25577665
25577201
25573347
25573251
25567051
25554560
25554069
25553599
27054147
27006714
25547030
25542907
25541982
25533470
25529262
25528845
25528432
25524774
25521355
25518509
25516625
25514562
25514391
25512170
25511659
25500555
25499945
25499944
25499939
25497967
25495168
25493193
25491685
25491211
25491026
25489457
25489404
25485339
25483366
25476792
25474484
25473691
25471221
25470794
25468739
25467842
25466907
25466664
25466655
25466164
25463087
25462563
25460526
25456820
25456022
25453988
25451911
25449459
25444651
25441591
25440796
25439449
25435604
25435519
25434420
25433580
25430608
25426564
25424602
25418708
25417599
25414931
25413941
25411285
25411276
25410295
25408998
25404125
25403327
25402511
25399222
25396266
25395219
25394061
25392271
25392110
25391814
25390462
25389496
25387209
25386625
25386364
25378007
25365018
25362586
25351644
25350645
25347070
25335686
25333932
25331262
25330765
25327602
25326876
25324147
25320868
25316374
25313916
25313593
25303298
25302069
25301841
25300818
25299967
25299500
25296762
25295255
25294718
25286043
25282519
25281681
25278326
25277610
25276061
25275545
25272894
25272847
25272669
25269777
25268983
25267931
25267241
25265559
25263836
25258384
25257075
25250848
25248394
25244793
25244623
25244503
25242435
25240836
25240705
25240689
25236873
25216882
25213292
25212817
25212104
25211728
25204377
25201834
25194744
25190453
25189710
25188210
25186795
25178568
25176266
25176030
25173876
25172744
25172631
25172468
25172379
25163498
25161923
25161675
25160839
25160776
25157031
25154373
25153571
25151760
25151031
25149995
25149894
25147344
25145510
25143786
25142968
25140597
25136459
25136423
25131982
25131839
25131773
25131697
25131262
25127687
25127175
25122464
25121984
25121104
25115547
25111123
25110569
25110561
25110531
25108950
25107414
25106950
25101152
25099071
25097572
25095382
25092108
25091354
25089813
25085406
25079861
25079147
25075786
25069481
25066560
25064699
25064380
25064003
25054436
25054114
25051128
25050538
25048970
25046268
25043544
25043539
25042995
25042971
25042661
25040199
25038995
25037695
25035713
25034208
25027352
25026916
25026302
25024399
25023926
25023731
25023195
25022285
25016363
25015767
25014391
25011980
25011724
25007308
25003417
25002170
25001587
24998439
24998014
24996502
24992778
24991120
24987866
24987679
24979303
24978144
24978142
24977980
24976429
24976416
24974585
24974574
24973862
24971380
24969964
24967338
24967099
24966876
24962666
24959591
24956532
24953388
24950001
24944535
24942393
24941082
24936727
24936481
24935799
24930383
24928594
24928586
24925270
24916013
24911331
24906471
24906356
24903219
24897788
24897201
24897012
24888199
24887106
24887013
24878942
24877185
24870549
24861377
24861099
24860609
24854628
24853636
24849690
24848798
24840509
24840268
24840264
24840261
24837072
24833667
24831724
24829600
24829493
24829298
24828027
24825181
24825082
24818355
24816038
24815006
24809437
24800084
24798380
24795978
24795503
24793346
24792925
24790178
24788803
24787628
24783072
24780946
24777633
24773862
24772445
24770979
24770479
24766766
24763885
24762753
24754458
24753592
24751562
24749252
24747027
24746482
24741174
24737506
24735259
24734311
24732920
24731467
24730354
24727469
24722445
24719500
24715694
24713582
24711056
24710915
24704195
24701672
24699940
24696996
24696569
24679060
24678979
24675665
24675010
24674904
24674676
24673363
24671153
24669876
24668576
24667667
24667630
24667128
24666791
24659984
24657242
24653785
24646954
24641809
24639424
24637413
24633723
24633441
24633252
24632042
24631792
24627311
24626433
24624339
24619822
24619460
24619100
24615676
24615250
24613434
24613429
24611101
24609013
24603306
24603217
24601937
24598985
24595397
24588122
24585396
24584383
24582138
24575140
24572041
24570826
24563511
24555750
24553633
24552851
24548294
24535232
24534475
24530906
24530470
24528691
24528686
24528343
24525835
24524601
24524093
24522357
24517872
24516261
24509273
24500935
24496805
24495344
24490861
24489447
24488919
24483967
24482998
24477028
24475013
24473227
24471247
24470519
24465490
24462367
24462043
24461313
24459608
24456355
24455214
24452615
24452015
24448227
24447629
24443306
24438526
24436589
24436372
24434755
24433108
24430948
24426070
24426052
24422660
24422577
24416927
24415784
24411753
24411209
24409406
24408064
24406777
24404162
24401224
24401214
24401089
24397804
24393244
24392501
24392369
24392102
24389416
24388622
24386260
24385721
24385236
24382338
24381880
24381122
24380496
24380094
24376657
24373686
24372071
25804040
25726210
24371832
24370063
24368431
24368080
24365785
24363242
24360749
24358045
24358044
24351700
24350405
24349947
24348058
24344670
24340620
24331773
24327522
24327265
24325584
24321864
24318424
24314261
24314017
24313546
24307429
24304575
24304234
24304233
